Number of mutations	Number of positions with this many mutations	Number of CP 1 positions with this many mutations	Number of CP 2 positions with this many mutations	Number of CP 3 positions with this many mutations	Number of non-coding positions with this many mutations	Number of uni-mutational positions with this many mutations	Fraction of positions which are uni-mutational	Average uni-mutational fraction of positions with this many mutations
0	1572366	437320	428947	438797	272684	0	0.0	N/A
1	803368	217858	223863	216074	148327	803368	1.0	1.0
2	277782	73829	75941	73204	55802	161673	0.5820139533879085	0.7910069766939543
3	90194	23213	23772	23390	20129	42106	0.46683814887908287	0.8042885336051613
4	31422	7709	7844	8058	7931	14374	0.45745019413150023	0.8156307682515435
5	12948	3155	3043	3177	3638	5933	0.45821748532591905	0.8389094840902142
6	6239	1546	1381	1533	1824	2998	0.4805257252764866	0.8608484265640791
7	3479	870	740	829	1066	1710	0.4915205518827249	0.8760727631092566
8	2041	461	471	512	629	1064	0.5213130818226359	0.8964355707986281
9	1445	345	280	374	464	768	0.5314878892733564	0.9034217608612158
10	983	224	211	272	284	464	0.47202441505595116	0.9048830111902286
11	692	183	153	171	195	361	0.5216763005780347	0.9214398318444595
12	499	133	100	129	145	266	0.533066132264529	0.9203406813627268
13	405	97	92	113	111	200	0.49382716049382713	0.9238366571699902
14	340	83	67	116	82	184	0.5411764705882353	0.9310924369747892
15	281	77	58	90	64	145	0.5160142348754448	0.9269276393831561
16	187	34	51	49	55	83	0.44385026737967914	0.9281417112299465
17	216	56	39	55	70	103	0.47685185185185186	0.9226579520697157
18	163	41	34	52	36	93	0.5705521472392638	0.9447852760736193
19	219	39	39	103	44	124	0.5662100456621004	0.9516943042537844
20	189	36	29	103	24	87	0.4603174603174603	0.9462962962962961
21	113	27	17	50	20	47	0.415929203539823	0.9287821323219538
22	84	22	14	29	20	37	0.44047619047619047	0.9334415584415583
23	55	15	11	21	12	21	0.38181818181818183	0.9177865612648223
24	57	15	13	19	12	27	0.47368421052631576	0.9334795321637429
25	38	11	8	8	13	16	0.42105263157894735	0.9536842105263162
26	24	5	5	10	6	11	0.4583333333333333	0.9326923076923078
27	35	13	12	8	3	20	0.5714285714285714	0.9428571428571428
28	24	7	7	4	6	7	0.2916666666666667	0.9270833333333334
29	18	4	4	3	7	8	0.4444444444444444	0.9176245210727969
30	21	4	2	7	8	11	0.5238095238095238	0.9476190476190476
31	15	5	4	4	3	3	0.2	0.9354838709677421
32	9	1	2	4	2	3	0.3333333333333333	0.9548611111111112
33	6	0	1	2	3	5	0.8333333333333334	0.9949494949494949
34	10	0	0	3	7	1	0.1	0.8117647058823529
35	13	4	3	4	2	3	0.23076923076923078	0.9670329670329672
36	8	2	1	3	2	3	0.375	0.982638888888889
37	7	1	1	2	3	0	0.0	0.8185328185328186
38	7	2	3	3	0	2	0.2857142857142857	0.9360902255639098
39	8	2	2	1	3	3	0.375	0.9166666666666667
40	8	2	2	2	2	6	0.75	0.9875
41	10	1	2	5	3	5	0.5	0.9268292682926831
42	4	1	1	1	1	1	0.25	0.9047619047619048
43	4	1	1	0	2	2	0.5	0.872093023255814
44	4	0	1	2	1	0	0.0	0.8465909090909091
45	5	0	1	1	3	3	0.6	0.9822222222222223
46	5	1	0	3	1	2	0.4	0.9739130434782609
47	9	2	1	2	4	3	0.3333333333333333	0.8723404255319149
48	3	0	0	0	3	0	0.0	0.9652777777777777
49	6	1	0	3	2	2	0.3333333333333333	0.9591836734693877
50	4	1	0	2	1	2	0.5	0.91
51	0	0	0	0	0	0	N/A	N/A
52	2	1	0	0	1	2	1.0	1.0
53	3	0	1	1	1	2	0.6666666666666666	0.8490566037735849
54	5	3	0	1	1	4	0.8	0.9740740740740741
55	0	0	0	0	0	0	N/A	N/A
56	4	1	1	1	1	3	0.75	0.9955357142857143
57	2	0	0	0	2	2	1.0	1.0
58	3	0	0	1	2	3	1.0	1.0
59	4	1	1	1	1	2	0.5	0.923728813559322
60	3	0	0	1	2	1	0.3333333333333333	0.9888888888888889
61	1	0	0	0	1	0	0.0	0.9180327868852459
62	0	0	0	0	0	0	N/A	N/A
63	0	0	0	0	0	0	N/A	N/A
64	3	2	1	0	0	0	0.0	0.984375
65	1	0	1	0	0	1	1.0	1.0
66	1	0	0	0	1	0	0.0	0.9848484848484849
67	3	2	0	0	1	1	0.3333333333333333	0.9850746268656717
68	1	0	0	0	1	0	0.0	0.9264705882352942
69	3	0	1	1	1	1	0.3333333333333333	0.9565217391304349
70	1	0	0	0	1	1	1.0	1.0
71	2	1	0	0	1	1	0.5	0.9929577464788732
72	1	0	1	0	0	0	0.0	0.5694444444444444
73	1	0	0	0	1	1	1.0	1.0
74	0	0	0	0	0	0	N/A	N/A
75	2	0	1	1	0	1	0.5	0.78
76	2	1	1	0	0	1	0.5	0.8552631578947368
77	0	0	0	0	0	0	N/A	N/A
78	3	0	0	2	1	1	0.3333333333333333	0.982905982905983
79	1	1	0	0	0	0	0.0	0.9873417721518988
80	1	0	0	0	1	0	0.0	0.9625
81	1	0	0	1	0	1	1.0	1.0
82	1	0	0	0	1	0	0.0	0.9878048780487805
83	1	0	0	0	1	0	0.0	0.9759036144578314
84	0	0	0	0	0	0	N/A	N/A
85	1	0	0	1	0	0	0.0	0.9764705882352941
86	1	0	1	0	0	0	0.0	0.5813953488372093
87	1	1	0	0	0	1	1.0	1.0
88	0	0	0	0	0	0	N/A	N/A
89	0	0	0	0	0	0	N/A	N/A
90	3	2	0	1	0	3	1.0	1.0
91	1	1	0	0	0	1	1.0	1.0
92	0	0	0	0	0	0	N/A	N/A
93	0	0	0	0	0	0	N/A	N/A
94	1	0	1	0	0	0	0.0	0.9787234042553191
95	1	0	0	1	0	1	1.0	1.0
96	0	0	0	0	0	0	N/A	N/A
97	0	0	0	0	0	0	N/A	N/A
98	1	0	0	1	0	1	1.0	1.0
99	0	0	0	0	0	0	N/A	N/A
100	0	0	0	0	0	0	N/A	N/A
101	0	0	0	0	0	0	N/A	N/A
102	0	0	0	0	0	0	N/A	N/A
103	0	0	0	0	0	0	N/A	N/A
104	0	0	0	0	0	0	N/A	N/A
105	0	0	0	0	0	0	N/A	N/A
106	1	0	0	1	0	0	0.0	0.9905660377358491
107	1	0	0	1	0	0	0.0	0.9906542056074766
108	1	1	0	0	0	0	0.0	0.9907407407407407
109	0	0	0	0	0	0	N/A	N/A
110	0	0	0	0	0	0	N/A	N/A
111	0	0	0	0	0	0	N/A	N/A
112	0	0	0	0	0	0	N/A	N/A
113	0	0	0	0	0	0	N/A	N/A
114	0	0	0	0	0	0	N/A	N/A
115	0	0	0	0	0	0	N/A	N/A
116	0	0	0	0	0	0	N/A	N/A
117	1	0	1	0	0	1	1.0	1.0
118	0	0	0	0	0	0	N/A	N/A
119	0	0	0	0	0	0	N/A	N/A
120	0	0	0	0	0	0	N/A	N/A
121	1	0	0	0	1	1	1.0	1.0
122	0	0	0	0	0	0	N/A	N/A
123	0	0	0	0	0	0	N/A	N/A
124	0	0	0	0	0	0	N/A	N/A
125	0	0	0	0	0	0	N/A	N/A
126	0	0	0	0	0	0	N/A	N/A
127	0	0	0	0	0	0	N/A	N/A
128	0	0	0	0	0	0	N/A	N/A
129	0	0	0	0	0	0	N/A	N/A
130	0	0	0	0	0	0	N/A	N/A
131	0	0	0	0	0	0	N/A	N/A
132	0	0	0	0	0	0	N/A	N/A
133	0	0	0	0	0	0	N/A	N/A
134	0	0	0	0	0	0	N/A	N/A
135	0	0	0	0	0	0	N/A	N/A
136	0	0	0	0	0	0	N/A	N/A
137	0	0	0	0	0	0	N/A	N/A
138	0	0	0	0	0	0	N/A	N/A
139	0	0	0	0	0	0	N/A	N/A
140	0	0	0	0	0	0	N/A	N/A
141	0	0	0	0	0	0	N/A	N/A
142	0	0	0	0	0	0	N/A	N/A
143	0	0	0	0	0	0	N/A	N/A
144	0	0	0	0	0	0	N/A	N/A
145	0	0	0	0	0	0	N/A	N/A
146	0	0	0	0	0	0	N/A	N/A
147	0	0	0	0	0	0	N/A	N/A
148	0	0	0	0	0	0	N/A	N/A
149	0	0	0	0	0	0	N/A	N/A
150	0	0	0	0	0	0	N/A	N/A
151	0	0	0	0	0	0	N/A	N/A
152	0	0	0	0	0	0	N/A	N/A
153	0	0	0	0	0	0	N/A	N/A
154	0	0	0	0	0	0	N/A	N/A
155	0	0	0	0	0	0	N/A	N/A
156	0	0	0	0	0	0	N/A	N/A
157	0	0	0	0	0	0	N/A	N/A
158	0	0	0	0	0	0	N/A	N/A
159	0	0	0	0	0	0	N/A	N/A
160	0	0	0	0	0	0	N/A	N/A
161	0	0	0	0	0	0	N/A	N/A
162	0	0	0	0	0	0	N/A	N/A
163	0	0	0	0	0	0	N/A	N/A
164	0	0	0	0	0	0	N/A	N/A
165	0	0	0	0	0	0	N/A	N/A
166	0	0	0	0	0	0	N/A	N/A
167	0	0	0	0	0	0	N/A	N/A
168	0	0	0	0	0	0	N/A	N/A
169	0	0	0	0	0	0	N/A	N/A
170	0	0	0	0	0	0	N/A	N/A
171	0	0	0	0	0	0	N/A	N/A
172	0	0	0	0	0	0	N/A	N/A
173	0	0	0	0	0	0	N/A	N/A
174	0	0	0	0	0	0	N/A	N/A
175	0	0	0	0	0	0	N/A	N/A
176	0	0	0	0	0	0	N/A	N/A
177	0	0	0	0	0	0	N/A	N/A
178	0	0	0	0	0	0	N/A	N/A
179	0	0	0	0	0	0	N/A	N/A
180	0	0	0	0	0	0	N/A	N/A
181	0	0	0	0	0	0	N/A	N/A
182	0	0	0	0	0	0	N/A	N/A
183	0	0	0	0	0	0	N/A	N/A
184	0	0	0	0	0	0	N/A	N/A
185	0	0	0	0	0	0	N/A	N/A
186	0	0	0	0	0	0	N/A	N/A
187	0	0	0	0	0	0	N/A	N/A
188	0	0	0	0	0	0	N/A	N/A
189	0	0	0	0	0	0	N/A	N/A
190	0	0	0	0	0	0	N/A	N/A
191	0	0	0	0	0	0	N/A	N/A
192	0	0	0	0	0	0	N/A	N/A
193	0	0	0	0	0	0	N/A	N/A
194	0	0	0	0	0	0	N/A	N/A
195	0	0	0	0	0	0	N/A	N/A
196	0	0	0	0	0	0	N/A	N/A
197	0	0	0	0	0	0	N/A	N/A
198	0	0	0	0	0	0	N/A	N/A
199	0	0	0	0	0	0	N/A	N/A
200	0	0	0	0	0	0	N/A	N/A
201	0	0	0	0	0	0	N/A	N/A
202	0	0	0	0	0	0	N/A	N/A
203	0	0	0	0	0	0	N/A	N/A
204	0	0	0	0	0	0	N/A	N/A
205	0	0	0	0	0	0	N/A	N/A
206	0	0	0	0	0	0	N/A	N/A
207	0	0	0	0	0	0	N/A	N/A
208	0	0	0	0	0	0	N/A	N/A
209	0	0	0	0	0	0	N/A	N/A
210	0	0	0	0	0	0	N/A	N/A
211	0	0	0	0	0	0	N/A	N/A
212	0	0	0	0	0	0	N/A	N/A
213	0	0	0	0	0	0	N/A	N/A
214	0	0	0	0	0	0	N/A	N/A
215	0	0	0	0	0	0	N/A	N/A
216	0	0	0	0	0	0	N/A	N/A
217	0	0	0	0	0	0	N/A	N/A
218	0	0	0	0	0	0	N/A	N/A
219	0	0	0	0	0	0	N/A	N/A
220	0	0	0	0	0	0	N/A	N/A
221	0	0	0	0	0	0	N/A	N/A
222	0	0	0	0	0	0	N/A	N/A
223	0	0	0	0	0	0	N/A	N/A
224	0	0	0	0	0	0	N/A	N/A
225	0	0	0	0	0	0	N/A	N/A
226	0	0	0	0	0	0	N/A	N/A
227	0	0	0	0	0	0	N/A	N/A
228	0	0	0	0	0	0	N/A	N/A
229	0	0	0	0	0	0	N/A	N/A
230	0	0	0	0	0	0	N/A	N/A
231	0	0	0	0	0	0	N/A	N/A
232	0	0	0	0	0	0	N/A	N/A
233	0	0	0	0	0	0	N/A	N/A
234	0	0	0	0	0	0	N/A	N/A
235	0	0	0	0	0	0	N/A	N/A
236	0	0	0	0	0	0	N/A	N/A
237	0	0	0	0	0	0	N/A	N/A
238	0	0	0	0	0	0	N/A	N/A
239	0	0	0	0	0	0	N/A	N/A
240	0	0	0	0	0	0	N/A	N/A
241	0	0	0	0	0	0	N/A	N/A
242	0	0	0	0	0	0	N/A	N/A
243	0	0	0	0	0	0	N/A	N/A
244	1	1	0	0	0	0	0.0	0.9959016393442623
245	0	0	0	0	0	0	N/A	N/A
246	0	0	0	0	0	0	N/A	N/A
247	0	0	0	0	0	0	N/A	N/A
248	0	0	0	0	0	0	N/A	N/A
249	0	0	0	0	0	0	N/A	N/A
250	0	0	0	0	0	0	N/A	N/A
251	0	0	0	0	0	0	N/A	N/A
252	0	0	0	0	0	0	N/A	N/A
253	0	0	0	0	0	0	N/A	N/A
254	0	0	0	0	0	0	N/A	N/A
255	0	0	0	0	0	0	N/A	N/A
256	0	0	0	0	0	0	N/A	N/A
257	0	0	0	0	0	0	N/A	N/A
258	0	0	0	0	0	0	N/A	N/A
259	0	0	0	0	0	0	N/A	N/A
260	0	0	0	0	0	0	N/A	N/A
261	0	0	0	0	0	0	N/A	N/A
262	0	0	0	0	0	0	N/A	N/A
263	0	0	0	0	0	0	N/A	N/A
264	0	0	0	0	0	0	N/A	N/A
265	0	0	0	0	0	0	N/A	N/A
266	0	0	0	0	0	0	N/A	N/A
267	0	0	0	0	0	0	N/A	N/A
268	0	0	0	0	0	0	N/A	N/A
269	0	0	0	0	0	0	N/A	N/A
270	0	0	0	0	0	0	N/A	N/A
271	0	0	0	0	0	0	N/A	N/A
272	0	0	0	0	0	0	N/A	N/A
273	0	0	0	0	0	0	N/A	N/A
274	0	0	0	0	0	0	N/A	N/A
275	0	0	0	0	0	0	N/A	N/A
276	0	0	0	0	0	0	N/A	N/A
277	0	0	0	0	0	0	N/A	N/A
278	0	0	0	0	0	0	N/A	N/A
279	0	0	0	0	0	0	N/A	N/A
280	0	0	0	0	0	0	N/A	N/A
281	0	0	0	0	0	0	N/A	N/A
282	0	0	0	0	0	0	N/A	N/A
283	0	0	0	0	0	0	N/A	N/A
284	0	0	0	0	0	0	N/A	N/A
285	0	0	0	0	0	0	N/A	N/A
286	0	0	0	0	0	0	N/A	N/A
287	0	0	0	0	0	0	N/A	N/A
288	0	0	0	0	0	0	N/A	N/A
289	0	0	0	0	0	0	N/A	N/A
290	0	0	0	0	0	0	N/A	N/A
291	0	0	0	0	0	0	N/A	N/A
292	0	0	0	0	0	0	N/A	N/A
293	0	0	0	0	0	0	N/A	N/A
294	0	0	0	0	0	0	N/A	N/A
295	0	0	0	0	0	0	N/A	N/A
296	0	0	0	0	0	0	N/A	N/A
297	0	0	0	0	0	0	N/A	N/A
298	0	0	0	0	0	0	N/A	N/A
299	0	0	0	0	0	0	N/A	N/A
300	0	0	0	0	0	0	N/A	N/A
301	0	0	0	0	0	0	N/A	N/A
302	0	0	0	0	0	0	N/A	N/A
303	0	0	0	0	0	0	N/A	N/A
304	0	0	0	0	0	0	N/A	N/A
305	0	0	0	0	0	0	N/A	N/A
306	0	0	0	0	0	0	N/A	N/A
307	0	0	0	0	0	0	N/A	N/A
308	0	0	0	0	0	0	N/A	N/A
309	0	0	0	0	0	0	N/A	N/A
310	0	0	0	0	0	0	N/A	N/A
311	0	0	0	0	0	0	N/A	N/A
312	0	0	0	0	0	0	N/A	N/A
313	0	0	0	0	0	0	N/A	N/A
314	0	0	0	0	0	0	N/A	N/A
315	0	0	0	0	0	0	N/A	N/A
316	0	0	0	0	0	0	N/A	N/A
317	0	0	0	0	0	0	N/A	N/A
318	0	0	0	0	0	0	N/A	N/A
319	0	0	0	0	0	0	N/A	N/A
320	0	0	0	0	0	0	N/A	N/A
321	0	0	0	0	0	0	N/A	N/A
322	0	0	0	0	0	0	N/A	N/A
323	0	0	0	0	0	0	N/A	N/A
324	0	0	0	0	0	0	N/A	N/A
325	0	0	0	0	0	0	N/A	N/A
326	0	0	0	0	0	0	N/A	N/A
327	0	0	0	0	0	0	N/A	N/A
328	0	0	0	0	0	0	N/A	N/A
329	0	0	0	0	0	0	N/A	N/A
330	0	0	0	0	0	0	N/A	N/A
331	0	0	0	0	0	0	N/A	N/A
332	0	0	0	0	0	0	N/A	N/A
333	0	0	0	0	0	0	N/A	N/A
334	0	0	0	0	0	0	N/A	N/A
335	0	0	0	0	0	0	N/A	N/A
336	0	0	0	0	0	0	N/A	N/A
337	0	0	0	0	0	0	N/A	N/A
338	0	0	0	0	0	0	N/A	N/A
339	0	0	0	0	0	0	N/A	N/A
340	0	0	0	0	0	0	N/A	N/A
341	0	0	0	0	0	0	N/A	N/A
342	0	0	0	0	0	0	N/A	N/A
343	0	0	0	0	0	0	N/A	N/A
344	0	0	0	0	0	0	N/A	N/A
345	0	0	0	0	0	0	N/A	N/A
346	0	0	0	0	0	0	N/A	N/A
347	0	0	0	0	0	0	N/A	N/A
348	0	0	0	0	0	0	N/A	N/A
349	0	0	0	0	0	0	N/A	N/A
350	0	0	0	0	0	0	N/A	N/A
351	0	0	0	0	0	0	N/A	N/A
352	0	0	0	0	0	0	N/A	N/A
353	0	0	0	0	0	0	N/A	N/A
354	0	0	0	0	0	0	N/A	N/A
355	0	0	0	0	0	0	N/A	N/A
356	0	0	0	0	0	0	N/A	N/A
357	0	0	0	0	0	0	N/A	N/A
358	0	0	0	0	0	0	N/A	N/A
359	0	0	0	0	0	0	N/A	N/A
360	0	0	0	0	0	0	N/A	N/A
361	0	0	0	0	0	0	N/A	N/A
362	0	0	0	0	0	0	N/A	N/A
363	0	0	0	0	0	0	N/A	N/A
364	0	0	0	0	0	0	N/A	N/A
365	0	0	0	0	0	0	N/A	N/A
366	0	0	0	0	0	0	N/A	N/A
367	0	0	0	0	0	0	N/A	N/A
368	0	0	0	0	0	0	N/A	N/A
369	0	0	0	0	0	0	N/A	N/A
370	0	0	0	0	0	0	N/A	N/A
371	0	0	0	0	0	0	N/A	N/A
372	0	0	0	0	0	0	N/A	N/A
373	0	0	0	0	0	0	N/A	N/A
374	0	0	0	0	0	0	N/A	N/A
375	0	0	0	0	0	0	N/A	N/A
376	0	0	0	0	0	0	N/A	N/A
377	0	0	0	0	0	0	N/A	N/A
378	0	0	0	0	0	0	N/A	N/A
379	0	0	0	0	0	0	N/A	N/A
380	0	0	0	0	0	0	N/A	N/A
381	0	0	0	0	0	0	N/A	N/A
382	0	0	0	0	0	0	N/A	N/A
383	0	0	0	0	0	0	N/A	N/A
384	0	0	0	0	0	0	N/A	N/A
385	0	0	0	0	0	0	N/A	N/A
386	0	0	0	0	0	0	N/A	N/A
387	0	0	0	0	0	0	N/A	N/A
388	0	0	0	0	0	0	N/A	N/A
389	0	0	0	0	0	0	N/A	N/A
390	0	0	0	0	0	0	N/A	N/A
391	0	0	0	0	0	0	N/A	N/A
392	0	0	0	0	0	0	N/A	N/A
393	0	0	0	0	0	0	N/A	N/A
394	0	0	0	0	0	0	N/A	N/A
395	0	0	0	0	0	0	N/A	N/A
396	0	0	0	0	0	0	N/A	N/A
397	0	0	0	0	0	0	N/A	N/A
398	0	0	0	0	0	0	N/A	N/A
399	0	0	0	0	0	0	N/A	N/A
400	0	0	0	0	0	0	N/A	N/A
401	0	0	0	0	0	0	N/A	N/A
402	0	0	0	0	0	0	N/A	N/A
403	0	0	0	0	0	0	N/A	N/A
404	0	0	0	0	0	0	N/A	N/A
405	0	0	0	0	0	0	N/A	N/A
406	0	0	0	0	0	0	N/A	N/A
407	0	0	0	0	0	0	N/A	N/A
408	0	0	0	0	0	0	N/A	N/A
409	0	0	0	0	0	0	N/A	N/A
410	0	0	0	0	0	0	N/A	N/A
411	0	0	0	0	0	0	N/A	N/A
412	0	0	0	0	0	0	N/A	N/A
413	0	0	0	0	0	0	N/A	N/A
414	0	0	0	0	0	0	N/A	N/A
415	0	0	0	0	0	0	N/A	N/A
416	0	0	0	0	0	0	N/A	N/A
417	0	0	0	0	0	0	N/A	N/A
418	0	0	0	0	0	0	N/A	N/A
419	0	0	0	0	0	0	N/A	N/A
420	0	0	0	0	0	0	N/A	N/A
421	0	0	0	0	0	0	N/A	N/A
422	0	0	0	0	0	0	N/A	N/A
423	0	0	0	0	0	0	N/A	N/A
424	0	0	0	0	0	0	N/A	N/A
425	0	0	0	0	0	0	N/A	N/A
426	0	0	0	0	0	0	N/A	N/A
427	0	0	0	0	0	0	N/A	N/A
428	0	0	0	0	0	0	N/A	N/A
429	0	0	0	0	0	0	N/A	N/A
430	0	0	0	0	0	0	N/A	N/A
431	0	0	0	0	0	0	N/A	N/A
432	0	0	0	0	0	0	N/A	N/A
433	0	0	0	0	0	0	N/A	N/A
434	0	0	0	0	0	0	N/A	N/A
435	0	0	0	0	0	0	N/A	N/A
436	0	0	0	0	0	0	N/A	N/A
437	0	0	0	0	0	0	N/A	N/A
438	0	0	0	0	0	0	N/A	N/A
439	0	0	0	0	0	0	N/A	N/A
440	0	0	0	0	0	0	N/A	N/A
441	0	0	0	0	0	0	N/A	N/A
442	0	0	0	0	0	0	N/A	N/A
443	0	0	0	0	0	0	N/A	N/A
444	0	0	0	0	0	0	N/A	N/A
445	0	0	0	0	0	0	N/A	N/A
446	0	0	0	0	0	0	N/A	N/A
447	0	0	0	0	0	0	N/A	N/A
448	0	0	0	0	0	0	N/A	N/A
449	0	0	0	0	0	0	N/A	N/A
450	0	0	0	0	0	0	N/A	N/A
451	0	0	0	0	0	0	N/A	N/A
452	0	0	0	0	0	0	N/A	N/A
453	0	0	0	0	0	0	N/A	N/A
454	0	0	0	0	0	0	N/A	N/A
455	0	0	0	0	0	0	N/A	N/A
456	0	0	0	0	0	0	N/A	N/A
457	0	0	0	0	0	0	N/A	N/A
458	0	0	0	0	0	0	N/A	N/A
459	0	0	0	0	0	0	N/A	N/A
460	0	0	0	0	0	0	N/A	N/A
461	0	0	0	0	0	0	N/A	N/A
462	0	0	0	0	0	0	N/A	N/A
463	0	0	0	0	0	0	N/A	N/A
464	0	0	0	0	0	0	N/A	N/A
465	0	0	0	0	0	0	N/A	N/A
466	0	0	0	0	0	0	N/A	N/A
467	0	0	0	0	0	0	N/A	N/A
468	0	0	0	0	0	0	N/A	N/A
469	0	0	0	0	0	0	N/A	N/A
470	0	0	0	0	0	0	N/A	N/A
471	0	0	0	0	0	0	N/A	N/A
472	0	0	0	0	0	0	N/A	N/A
473	0	0	0	0	0	0	N/A	N/A
474	0	0	0	0	0	0	N/A	N/A
475	0	0	0	0	0	0	N/A	N/A
476	0	0	0	0	0	0	N/A	N/A
477	0	0	0	0	0	0	N/A	N/A
478	0	0	0	0	0	0	N/A	N/A
479	0	0	0	0	0	0	N/A	N/A
480	0	0	0	0	0	0	N/A	N/A
481	0	0	0	0	0	0	N/A	N/A
482	0	0	0	0	0	0	N/A	N/A
483	0	0	0	0	0	0	N/A	N/A
484	0	0	0	0	0	0	N/A	N/A
485	0	0	0	0	0	0	N/A	N/A
486	0	0	0	0	0	0	N/A	N/A
487	1	0	1	0	0	0	0.0	0.997946611909651
488	0	0	0	0	0	0	N/A	N/A
489	0	0	0	0	0	0	N/A	N/A
490	0	0	0	0	0	0	N/A	N/A
491	0	0	0	0	0	0	N/A	N/A
492	0	0	0	0	0	0	N/A	N/A
493	0	0	0	0	0	0	N/A	N/A
494	0	0	0	0	0	0	N/A	N/A
495	0	0	0	0	0	0	N/A	N/A
496	0	0	0	0	0	0	N/A	N/A
497	0	0	0	0	0	0	N/A	N/A
498	0	0	0	0	0	0	N/A	N/A
499	0	0	0	0	0	0	N/A	N/A
500	0	0	0	0	0	0	N/A	N/A
501	0	0	0	0	0	0	N/A	N/A
502	0	0	0	0	0	0	N/A	N/A
503	0	0	0	0	0	0	N/A	N/A
504	0	0	0	0	0	0	N/A	N/A
505	0	0	0	0	0	0	N/A	N/A
506	0	0	0	0	0	0	N/A	N/A
507	0	0	0	0	0	0	N/A	N/A
508	0	0	0	0	0	0	N/A	N/A
509	0	0	0	0	0	0	N/A	N/A
510	0	0	0	0	0	0	N/A	N/A
511	0	0	0	0	0	0	N/A	N/A
512	0	0	0	0	0	0	N/A	N/A
513	0	0	0	0	0	0	N/A	N/A
