Number of mutations	Number of positions with this many mutations	Number of CP 1 positions with this many mutations	Number of CP 2 positions with this many mutations	Number of CP 3 positions with this many mutations	Number of non-coding positions with this many mutations	Number of uni-mutational positions with this many mutations	Fraction of positions which are uni-mutational	Average uni-mutational fraction of positions with this many mutations
1121	0	0	0	0	0	0	N/A	N/A
1122	0	0	0	0	0	0	N/A	N/A
1123	0	0	0	0	0	0	N/A	N/A
1124	0	0	0	0	0	0	N/A	N/A
1125	0	0	0	0	0	0	N/A	N/A
1126	0	0	0	0	0	0	N/A	N/A
1127	0	0	0	0	0	0	N/A	N/A
1128	0	0	0	0	0	0	N/A	N/A
1129	0	0	0	0	0	0	N/A	N/A
1130	0	0	0	0	0	0	N/A	N/A
1131	0	0	0	0	0	0	N/A	N/A
1132	0	0	0	0	0	0	N/A	N/A
1133	0	0	0	0	0	0	N/A	N/A
1134	0	0	0	0	0	0	N/A	N/A
1135	0	0	0	0	0	0	N/A	N/A
1136	0	0	0	0	0	0	N/A	N/A
1137	0	0	0	0	0	0	N/A	N/A
1138	0	0	0	0	0	0	N/A	N/A
1139	0	0	0	0	0	0	N/A	N/A
1140	0	0	0	0	0	0	N/A	N/A
1141	0	0	0	0	0	0	N/A	N/A
1142	0	0	0	0	0	0	N/A	N/A
1143	0	0	0	0	0	0	N/A	N/A
1144	0	0	0	0	0	0	N/A	N/A
1145	0	0	0	0	0	0	N/A	N/A
1146	0	0	0	0	0	0	N/A	N/A
1147	0	0	0	0	0	0	N/A	N/A
1148	0	0	0	0	0	0	N/A	N/A
1149	0	0	0	0	0	0	N/A	N/A
1150	0	0	0	0	0	0	N/A	N/A
1151	0	0	0	0	0	0	N/A	N/A
1152	0	0	0	0	0	0	N/A	N/A
1153	0	0	0	0	0	0	N/A	N/A
1154	0	0	0	0	0	0	N/A	N/A
1155	0	0	0	0	0	0	N/A	N/A
1156	0	0	0	0	0	0	N/A	N/A
1157	0	0	0	0	0	0	N/A	N/A
1158	0	0	0	0	0	0	N/A	N/A
1159	0	0	0	0	0	0	N/A	N/A
1160	0	0	0	0	0	0	N/A	N/A
1161	0	0	0	0	0	0	N/A	N/A
1162	0	0	0	0	0	0	N/A	N/A
1163	0	0	0	0	0	0	N/A	N/A
1164	0	0	0	0	0	0	N/A	N/A
1165	0	0	0	0	0	0	N/A	N/A
1166	0	0	0	0	0	0	N/A	N/A
1167	0	0	0	0	0	0	N/A	N/A
1168	0	0	0	0	0	0	N/A	N/A
1169	0	0	0	0	0	0	N/A	N/A
1170	0	0	0	0	0	0	N/A	N/A
1171	0	0	0	0	0	0	N/A	N/A
1172	0	0	0	0	0	0	N/A	N/A
1173	0	0	0	0	0	0	N/A	N/A
1174	0	0	0	0	0	0	N/A	N/A
1175	0	0	0	0	0	0	N/A	N/A
1176	0	0	0	0	0	0	N/A	N/A
1177	0	0	0	0	0	0	N/A	N/A
1178	0	0	0	0	0	0	N/A	N/A
1179	0	0	0	0	0	0	N/A	N/A
1180	0	0	0	0	0	0	N/A	N/A
1181	0	0	0	0	0	0	N/A	N/A
1182	0	0	0	0	0	0	N/A	N/A
1183	0	0	0	0	0	0	N/A	N/A
1184	0	0	0	0	0	0	N/A	N/A
1185	0	0	0	0	0	0	N/A	N/A
1186	0	0	0	0	0	0	N/A	N/A
1187	0	0	0	0	0	0	N/A	N/A
1188	0	0	0	0	0	0	N/A	N/A
1189	0	0	0	0	0	0	N/A	N/A
1190	0	0	0	0	0	0	N/A	N/A
1191	0	0	0	0	0	0	N/A	N/A
1192	0	0	0	0	0	0	N/A	N/A
1193	0	0	0	0	0	0	N/A	N/A
1194	0	0	0	0	0	0	N/A	N/A
1195	0	0	0	0	0	0	N/A	N/A
1196	0	0	0	0	0	0	N/A	N/A
1197	0	0	0	0	0	0	N/A	N/A
1198	0	0	0	0	0	0	N/A	N/A
1199	0	0	0	0	0	0	N/A	N/A
1200	0	0	0	0	0	0	N/A	N/A
1201	0	0	0	0	0	0	N/A	N/A
1202	0	0	0	0	0	0	N/A	N/A
1203	0	0	0	0	0	0	N/A	N/A
1204	0	0	0	0	0	0	N/A	N/A
1205	0	0	0	0	0	0	N/A	N/A
1206	0	0	0	0	0	0	N/A	N/A
1207	0	0	0	0	0	0	N/A	N/A
1208	0	0	0	0	0	0	N/A	N/A
1209	0	0	0	0	0	0	N/A	N/A
1210	0	0	0	0	0	0	N/A	N/A
1211	0	0	0	0	0	0	N/A	N/A
1212	0	0	0	0	0	0	N/A	N/A
1213	0	0	0	0	0	0	N/A	N/A
1214	0	0	0	0	0	0	N/A	N/A
1215	0	0	0	0	0	0	N/A	N/A
1216	0	0	0	0	0	0	N/A	N/A
1217	0	0	0	0	0	0	N/A	N/A
1218	0	0	0	0	0	0	N/A	N/A
1219	0	0	0	0	0	0	N/A	N/A
1220	0	0	0	0	0	0	N/A	N/A
1221	0	0	0	0	0	0	N/A	N/A
1222	0	0	0	0	0	0	N/A	N/A
1223	0	0	0	0	0	0	N/A	N/A
1224	0	0	0	0	0	0	N/A	N/A
1225	0	0	0	0	0	0	N/A	N/A
1226	0	0	0	0	0	0	N/A	N/A
1227	0	0	0	0	0	0	N/A	N/A
1228	0	0	0	0	0	0	N/A	N/A
1229	0	0	0	0	0	0	N/A	N/A
1230	0	0	0	0	0	0	N/A	N/A
1231	0	0	0	0	0	0	N/A	N/A
1232	0	0	0	0	0	0	N/A	N/A
1233	0	0	0	0	0	0	N/A	N/A
1234	0	0	0	0	0	0	N/A	N/A
1235	0	0	0	0	0	0	N/A	N/A
1236	0	0	0	0	0	0	N/A	N/A
1237	0	0	0	0	0	0	N/A	N/A
1238	0	0	0	0	0	0	N/A	N/A
1239	0	0	0	0	0	0	N/A	N/A
1240	0	0	0	0	0	0	N/A	N/A
1241	0	0	0	0	0	0	N/A	N/A
1242	0	0	0	0	0	0	N/A	N/A
1243	0	0	0	0	0	0	N/A	N/A
1244	0	0	0	0	0	0	N/A	N/A
1245	0	0	0	0	0	0	N/A	N/A
1246	0	0	0	0	0	0	N/A	N/A
1247	0	0	0	0	0	0	N/A	N/A
1248	0	0	0	0	0	0	N/A	N/A
1249	0	0	0	0	0	0	N/A	N/A
1250	0	0	0	0	0	0	N/A	N/A
1251	0	0	0	0	0	0	N/A	N/A
1252	0	0	0	0	0	0	N/A	N/A
1253	0	0	0	0	0	0	N/A	N/A
1254	0	0	0	0	0	0	N/A	N/A
1255	0	0	0	0	0	0	N/A	N/A
1256	0	0	0	0	0	0	N/A	N/A
1257	0	0	0	0	0	0	N/A	N/A
1258	0	0	0	0	0	0	N/A	N/A
1259	0	0	0	0	0	0	N/A	N/A
1260	0	0	0	0	0	0	N/A	N/A
1261	0	0	0	0	0	0	N/A	N/A
1262	0	0	0	0	0	0	N/A	N/A
1263	0	0	0	0	0	0	N/A	N/A
1264	0	0	0	0	0	0	N/A	N/A
1265	0	0	0	0	0	0	N/A	N/A
1266	0	0	0	0	0	0	N/A	N/A
1267	0	0	0	0	0	0	N/A	N/A
1268	0	0	0	0	0	0	N/A	N/A
1269	0	0	0	0	0	0	N/A	N/A
1270	0	0	0	0	0	0	N/A	N/A
1271	0	0	0	0	0	0	N/A	N/A
1272	0	0	0	0	0	0	N/A	N/A
1273	0	0	0	0	0	0	N/A	N/A
1274	0	0	0	0	0	0	N/A	N/A
1275	0	0	0	0	0	0	N/A	N/A
1276	0	0	0	0	0	0	N/A	N/A
1277	0	0	0	0	0	0	N/A	N/A
1278	0	0	0	0	0	0	N/A	N/A
1279	0	0	0	0	0	0	N/A	N/A
1280	0	0	0	0	0	0	N/A	N/A
1281	0	0	0	0	0	0	N/A	N/A
1282	0	0	0	0	0	0	N/A	N/A
1283	0	0	0	0	0	0	N/A	N/A
1284	0	0	0	0	0	0	N/A	N/A
1285	0	0	0	0	0	0	N/A	N/A
1286	0	0	0	0	0	0	N/A	N/A
1287	0	0	0	0	0	0	N/A	N/A
1288	0	0	0	0	0	0	N/A	N/A
1289	0	0	0	0	0	0	N/A	N/A
1290	0	0	0	0	0	0	N/A	N/A
1291	0	0	0	0	0	0	N/A	N/A
1292	0	0	0	0	0	0	N/A	N/A
1293	0	0	0	0	0	0	N/A	N/A
1294	0	0	0	0	0	0	N/A	N/A
1295	0	0	0	0	0	0	N/A	N/A
1296	0	0	0	0	0	0	N/A	N/A
1297	0	0	0	0	0	0	N/A	N/A
1298	0	0	0	0	0	0	N/A	N/A
1299	0	0	0	0	0	0	N/A	N/A
1300	0	0	0	0	0	0	N/A	N/A
1301	0	0	0	0	0	0	N/A	N/A
1302	0	0	0	0	0	0	N/A	N/A
1303	0	0	0	0	0	0	N/A	N/A
1304	0	0	0	0	0	0	N/A	N/A
1305	0	0	0	0	0	0	N/A	N/A
1306	0	0	0	0	0	0	N/A	N/A
1307	0	0	0	0	0	0	N/A	N/A
1308	0	0	0	0	0	0	N/A	N/A
1309	0	0	0	0	0	0	N/A	N/A
1310	0	0	0	0	0	0	N/A	N/A
1311	0	0	0	0	0	0	N/A	N/A
1312	0	0	0	0	0	0	N/A	N/A
1313	0	0	0	0	0	0	N/A	N/A
1314	0	0	0	0	0	0	N/A	N/A
1315	0	0	0	0	0	0	N/A	N/A
1316	0	0	0	0	0	0	N/A	N/A
1317	0	0	0	0	0	0	N/A	N/A
1318	0	0	0	0	0	0	N/A	N/A
1319	0	0	0	0	0	0	N/A	N/A
1320	0	0	0	0	0	0	N/A	N/A
1321	0	0	0	0	0	0	N/A	N/A
1322	0	0	0	0	0	0	N/A	N/A
1323	0	0	0	0	0	0	N/A	N/A
1324	0	0	0	0	0	0	N/A	N/A
1325	0	0	0	0	0	0	N/A	N/A
1326	0	0	0	0	0	0	N/A	N/A
1327	0	0	0	0	0	0	N/A	N/A
1328	0	0	0	0	0	0	N/A	N/A
1329	0	0	0	0	0	0	N/A	N/A
1330	0	0	0	0	0	0	N/A	N/A
1331	0	0	0	0	0	0	N/A	N/A
1332	0	0	0	0	0	0	N/A	N/A
1333	0	0	0	0	0	0	N/A	N/A
1334	0	0	0	0	0	0	N/A	N/A
1335	0	0	0	0	0	0	N/A	N/A
1336	0	0	0	0	0	0	N/A	N/A
1337	0	0	0	0	0	0	N/A	N/A
1338	0	0	0	0	0	0	N/A	N/A
1339	0	0	0	0	0	0	N/A	N/A
1340	0	0	0	0	0	0	N/A	N/A
1341	0	0	0	0	0	0	N/A	N/A
1342	0	0	0	0	0	0	N/A	N/A
1343	0	0	0	0	0	0	N/A	N/A
1344	0	0	0	0	0	0	N/A	N/A
1345	0	0	0	0	0	0	N/A	N/A
1346	0	0	0	0	0	0	N/A	N/A
1347	0	0	0	0	0	0	N/A	N/A
1348	0	0	0	0	0	0	N/A	N/A
1349	0	0	0	0	0	0	N/A	N/A
1350	0	0	0	0	0	0	N/A	N/A
1351	0	0	0	0	0	0	N/A	N/A
1352	0	0	0	0	0	0	N/A	N/A
1353	0	0	0	0	0	0	N/A	N/A
1354	0	0	0	0	0	0	N/A	N/A
1355	0	0	0	0	0	0	N/A	N/A
1356	0	0	0	0	0	0	N/A	N/A
1357	0	0	0	0	0	0	N/A	N/A
1358	0	0	0	0	0	0	N/A	N/A
1359	0	0	0	0	0	0	N/A	N/A
1360	0	0	0	0	0	0	N/A	N/A
1361	0	0	0	0	0	0	N/A	N/A
1362	0	0	0	0	0	0	N/A	N/A
1363	0	0	0	0	0	0	N/A	N/A
1364	0	0	0	0	0	0	N/A	N/A
1365	0	0	0	0	0	0	N/A	N/A
1366	0	0	0	0	0	0	N/A	N/A
1367	0	0	0	0	0	0	N/A	N/A
1368	0	0	0	0	0	0	N/A	N/A
1369	0	0	0	0	0	0	N/A	N/A
1370	0	0	0	0	0	0	N/A	N/A
1371	0	0	0	0	0	0	N/A	N/A
1372	0	0	0	0	0	0	N/A	N/A
1373	0	0	0	0	0	0	N/A	N/A
1374	0	0	0	0	0	0	N/A	N/A
1375	0	0	0	0	0	0	N/A	N/A
1376	0	0	0	0	0	0	N/A	N/A
1377	0	0	0	0	0	0	N/A	N/A
1378	0	0	0	0	0	0	N/A	N/A
1379	0	0	0	0	0	0	N/A	N/A
1380	0	0	0	0	0	0	N/A	N/A
1381	0	0	0	0	0	0	N/A	N/A
1382	0	0	0	0	0	0	N/A	N/A
1383	0	0	0	0	0	0	N/A	N/A
1384	0	0	0	0	0	0	N/A	N/A
1385	0	0	0	0	0	0	N/A	N/A
1386	0	0	0	0	0	0	N/A	N/A
1387	0	0	0	0	0	0	N/A	N/A
1388	0	0	0	0	0	0	N/A	N/A
1389	0	0	0	0	0	0	N/A	N/A
1390	0	0	0	0	0	0	N/A	N/A
1391	0	0	0	0	0	0	N/A	N/A
1392	0	0	0	0	0	0	N/A	N/A
1393	0	0	0	0	0	0	N/A	N/A
1394	0	0	0	0	0	0	N/A	N/A
1395	0	0	0	0	0	0	N/A	N/A
1396	0	0	0	0	0	0	N/A	N/A
1397	0	0	0	0	0	0	N/A	N/A
1398	0	0	0	0	0	0	N/A	N/A
1399	0	0	0	0	0	0	N/A	N/A
1400	0	0	0	0	0	0	N/A	N/A
1401	0	0	0	0	0	0	N/A	N/A
1402	0	0	0	0	0	0	N/A	N/A
1403	0	0	0	0	0	0	N/A	N/A
1404	0	0	0	0	0	0	N/A	N/A
1405	0	0	0	0	0	0	N/A	N/A
1406	0	0	0	0	0	0	N/A	N/A
1407	0	0	0	0	0	0	N/A	N/A
1408	0	0	0	0	0	0	N/A	N/A
1409	0	0	0	0	0	0	N/A	N/A
1410	0	0	0	0	0	0	N/A	N/A
1411	0	0	0	0	0	0	N/A	N/A
1412	0	0	0	0	0	0	N/A	N/A
1413	0	0	0	0	0	0	N/A	N/A
1414	0	0	0	0	0	0	N/A	N/A
1415	0	0	0	0	0	0	N/A	N/A
1416	0	0	0	0	0	0	N/A	N/A
1417	0	0	0	0	0	0	N/A	N/A
1418	0	0	0	0	0	0	N/A	N/A
1419	0	0	0	0	0	0	N/A	N/A
1420	0	0	0	0	0	0	N/A	N/A
1421	0	0	0	0	0	0	N/A	N/A
1422	0	0	0	0	0	0	N/A	N/A
1423	0	0	0	0	0	0	N/A	N/A
1424	0	0	0	0	0	0	N/A	N/A
1425	0	0	0	0	0	0	N/A	N/A
1426	0	0	0	0	0	0	N/A	N/A
1427	0	0	0	0	0	0	N/A	N/A
1428	0	0	0	0	0	0	N/A	N/A
1429	0	0	0	0	0	0	N/A	N/A
1430	0	0	0	0	0	0	N/A	N/A
1431	0	0	0	0	0	0	N/A	N/A
1432	0	0	0	0	0	0	N/A	N/A
1433	0	0	0	0	0	0	N/A	N/A
1434	0	0	0	0	0	0	N/A	N/A
1435	0	0	0	0	0	0	N/A	N/A
1436	0	0	0	0	0	0	N/A	N/A
1437	0	0	0	0	0	0	N/A	N/A
1438	0	0	0	0	0	0	N/A	N/A
1439	0	0	0	0	0	0	N/A	N/A
1440	0	0	0	0	0	0	N/A	N/A
1441	0	0	0	0	0	0	N/A	N/A
1442	0	0	0	0	0	0	N/A	N/A
1443	0	0	0	0	0	0	N/A	N/A
1444	0	0	0	0	0	0	N/A	N/A
1445	0	0	0	0	0	0	N/A	N/A
1446	0	0	0	0	0	0	N/A	N/A
1447	0	0	0	0	0	0	N/A	N/A
1448	0	0	0	0	0	0	N/A	N/A
1449	0	0	0	0	0	0	N/A	N/A
1450	0	0	0	0	0	0	N/A	N/A
1451	0	0	0	0	0	0	N/A	N/A
1452	0	0	0	0	0	0	N/A	N/A
1453	0	0	0	0	0	0	N/A	N/A
1454	0	0	0	0	0	0	N/A	N/A
1455	0	0	0	0	0	0	N/A	N/A
1456	0	0	0	0	0	0	N/A	N/A
1457	0	0	0	0	0	0	N/A	N/A
1458	0	0	0	0	0	0	N/A	N/A
1459	0	0	0	0	0	0	N/A	N/A
1460	0	0	0	0	0	0	N/A	N/A
1461	0	0	0	0	0	0	N/A	N/A
1462	0	0	0	0	0	0	N/A	N/A
1463	0	0	0	0	0	0	N/A	N/A
1464	0	0	0	0	0	0	N/A	N/A
1465	0	0	0	0	0	0	N/A	N/A
1466	0	0	0	0	0	0	N/A	N/A
1467	0	0	0	0	0	0	N/A	N/A
1468	0	0	0	0	0	0	N/A	N/A
1469	0	0	0	0	0	0	N/A	N/A
1470	0	0	0	0	0	0	N/A	N/A
1471	0	0	0	0	0	0	N/A	N/A
1472	0	0	0	0	0	0	N/A	N/A
1473	0	0	0	0	0	0	N/A	N/A
1474	0	0	0	0	0	0	N/A	N/A
1475	0	0	0	0	0	0	N/A	N/A
1476	0	0	0	0	0	0	N/A	N/A
1477	0	0	0	0	0	0	N/A	N/A
1478	0	0	0	0	0	0	N/A	N/A
1479	0	0	0	0	0	0	N/A	N/A
1480	0	0	0	0	0	0	N/A	N/A
1481	0	0	0	0	0	0	N/A	N/A
1482	0	0	0	0	0	0	N/A	N/A
1483	0	0	0	0	0	0	N/A	N/A
1484	0	0	0	0	0	0	N/A	N/A
1485	0	0	0	0	0	0	N/A	N/A
1486	0	0	0	0	0	0	N/A	N/A
1487	0	0	0	0	0	0	N/A	N/A
1488	0	0	0	0	0	0	N/A	N/A
1489	0	0	0	0	0	0	N/A	N/A
1490	0	0	0	0	0	0	N/A	N/A
1491	0	0	0	0	0	0	N/A	N/A
1492	0	0	0	0	0	0	N/A	N/A
1493	0	0	0	0	0	0	N/A	N/A
1494	0	0	0	0	0	0	N/A	N/A
1495	0	0	0	0	0	0	N/A	N/A
1496	0	0	0	0	0	0	N/A	N/A
1497	0	0	0	0	0	0	N/A	N/A
1498	0	0	0	0	0	0	N/A	N/A
1499	0	0	0	0	0	0	N/A	N/A
1500	0	0	0	0	0	0	N/A	N/A
1501	0	0	0	0	0	0	N/A	N/A
1502	0	0	0	0	0	0	N/A	N/A
1503	0	0	0	0	0	0	N/A	N/A
1504	0	0	0	0	0	0	N/A	N/A
1505	0	0	0	0	0	0	N/A	N/A
1506	0	0	0	0	0	0	N/A	N/A
1507	0	0	0	0	0	0	N/A	N/A
1508	0	0	0	0	0	0	N/A	N/A
1509	0	0	0	0	0	0	N/A	N/A
1510	0	0	0	0	0	0	N/A	N/A
1511	0	0	0	0	0	0	N/A	N/A
1512	0	0	0	0	0	0	N/A	N/A
1513	0	0	0	0	0	0	N/A	N/A
1514	0	0	0	0	0	0	N/A	N/A
1515	0	0	0	0	0	0	N/A	N/A
1516	0	0	0	0	0	0	N/A	N/A
1517	0	0	0	0	0	0	N/A	N/A
1518	0	0	0	0	0	0	N/A	N/A
1519	0	0	0	0	0	0	N/A	N/A
1520	0	0	0	0	0	0	N/A	N/A
1521	0	0	0	0	0	0	N/A	N/A
1522	0	0	0	0	0	0	N/A	N/A
1523	0	0	0	0	0	0	N/A	N/A
1524	0	0	0	0	0	0	N/A	N/A
1525	0	0	0	0	0	0	N/A	N/A
1526	0	0	0	0	0	0	N/A	N/A
1527	0	0	0	0	0	0	N/A	N/A
1528	0	0	0	0	0	0	N/A	N/A
1529	0	0	0	0	0	0	N/A	N/A
1530	0	0	0	0	0	0	N/A	N/A
1531	0	0	0	0	0	0	N/A	N/A
1532	0	0	0	0	0	0	N/A	N/A
1533	0	0	0	0	0	0	N/A	N/A
1534	0	0	0	0	0	0	N/A	N/A
1535	0	0	0	0	0	0	N/A	N/A
1536	0	0	0	0	0	0	N/A	N/A
1537	0	0	0	0	0	0	N/A	N/A
1538	0	0	0	0	0	0	N/A	N/A
1539	0	0	0	0	0	0	N/A	N/A
1540	0	0	0	0	0	0	N/A	N/A
1541	0	0	0	0	0	0	N/A	N/A
1542	0	0	0	0	0	0	N/A	N/A
1543	0	0	0	0	0	0	N/A	N/A
1544	0	0	0	0	0	0	N/A	N/A
1545	0	0	0	0	0	0	N/A	N/A
1546	0	0	0	0	0	0	N/A	N/A
1547	0	0	0	0	0	0	N/A	N/A
1548	0	0	0	0	0	0	N/A	N/A
1549	0	0	0	0	0	0	N/A	N/A
1550	0	0	0	0	0	0	N/A	N/A
1551	0	0	0	0	0	0	N/A	N/A
1552	0	0	0	0	0	0	N/A	N/A
1553	0	0	0	0	0	0	N/A	N/A
1554	0	0	0	0	0	0	N/A	N/A
1555	0	0	0	0	0	0	N/A	N/A
1556	0	0	0	0	0	0	N/A	N/A
1557	0	0	0	0	0	0	N/A	N/A
1558	0	0	0	0	0	0	N/A	N/A
1559	0	0	0	0	0	0	N/A	N/A
1560	0	0	0	0	0	0	N/A	N/A
1561	0	0	0	0	0	0	N/A	N/A
1562	0	0	0	0	0	0	N/A	N/A
1563	0	0	0	0	0	0	N/A	N/A
1564	0	0	0	0	0	0	N/A	N/A
1565	0	0	0	0	0	0	N/A	N/A
1566	0	0	0	0	0	0	N/A	N/A
1567	0	0	0	0	0	0	N/A	N/A
1568	0	0	0	0	0	0	N/A	N/A
1569	0	0	0	0	0	0	N/A	N/A
1570	0	0	0	0	0	0	N/A	N/A
1571	0	0	0	0	0	0	N/A	N/A
1572	0	0	0	0	0	0	N/A	N/A
1573	0	0	0	0	0	0	N/A	N/A
1574	0	0	0	0	0	0	N/A	N/A
1575	0	0	0	0	0	0	N/A	N/A
1576	0	0	0	0	0	0	N/A	N/A
1577	0	0	0	0	0	0	N/A	N/A
1578	0	0	0	0	0	0	N/A	N/A
1579	0	0	0	0	0	0	N/A	N/A
1580	0	0	0	0	0	0	N/A	N/A
1581	0	0	0	0	0	0	N/A	N/A
1582	0	0	0	0	0	0	N/A	N/A
1583	0	0	0	0	0	0	N/A	N/A
1584	0	0	0	0	0	0	N/A	N/A
1585	0	0	0	0	0	0	N/A	N/A
1586	0	0	0	0	0	0	N/A	N/A
1587	0	0	0	0	0	0	N/A	N/A
1588	0	0	0	0	0	0	N/A	N/A
1589	0	0	0	0	0	0	N/A	N/A
1590	0	0	0	0	0	0	N/A	N/A
1591	0	0	0	0	0	0	N/A	N/A
1592	0	0	0	0	0	0	N/A	N/A
1593	0	0	0	0	0	0	N/A	N/A
1594	0	0	0	0	0	0	N/A	N/A
1595	0	0	0	0	0	0	N/A	N/A
1596	0	0	0	0	0	0	N/A	N/A
1597	0	0	0	0	0	0	N/A	N/A
1598	0	0	0	0	0	0	N/A	N/A
1599	0	0	0	0	0	0	N/A	N/A
1600	0	0	0	0	0	0	N/A	N/A
1601	0	0	0	0	0	0	N/A	N/A
1602	0	0	0	0	0	0	N/A	N/A
1603	0	0	0	0	0	0	N/A	N/A
1604	0	0	0	0	0	0	N/A	N/A
1605	0	0	0	0	0	0	N/A	N/A
1606	0	0	0	0	0	0	N/A	N/A
1607	0	0	0	0	0	0	N/A	N/A
1608	0	0	0	0	0	0	N/A	N/A
1609	0	0	0	0	0	0	N/A	N/A
1610	0	0	0	0	0	0	N/A	N/A
1611	0	0	0	0	0	0	N/A	N/A
1612	0	0	0	0	0	0	N/A	N/A
1613	0	0	0	0	0	0	N/A	N/A
1614	0	0	0	0	0	0	N/A	N/A
1615	0	0	0	0	0	0	N/A	N/A
1616	0	0	0	0	0	0	N/A	N/A
1617	0	0	0	0	0	0	N/A	N/A
1618	0	0	0	0	0	0	N/A	N/A
1619	0	0	0	0	0	0	N/A	N/A
1620	0	0	0	0	0	0	N/A	N/A
1621	0	0	0	0	0	0	N/A	N/A
1622	0	0	0	0	0	0	N/A	N/A
1623	0	0	0	0	0	0	N/A	N/A
1624	0	0	0	0	0	0	N/A	N/A
1625	0	0	0	0	0	0	N/A	N/A
1626	0	0	0	0	0	0	N/A	N/A
1627	0	0	0	0	0	0	N/A	N/A
1628	0	0	0	0	0	0	N/A	N/A
1629	0	0	0	0	0	0	N/A	N/A
1630	0	0	0	0	0	0	N/A	N/A
1631	0	0	0	0	0	0	N/A	N/A
1632	0	0	0	0	0	0	N/A	N/A
1633	0	0	0	0	0	0	N/A	N/A
1634	0	0	0	0	0	0	N/A	N/A
1635	0	0	0	0	0	0	N/A	N/A
1636	0	0	0	0	0	0	N/A	N/A
1637	0	0	0	0	0	0	N/A	N/A
1638	0	0	0	0	0	0	N/A	N/A
1639	0	0	0	0	0	0	N/A	N/A
1640	0	0	0	0	0	0	N/A	N/A
1641	0	0	0	0	0	0	N/A	N/A
1642	0	0	0	0	0	0	N/A	N/A
1643	0	0	0	0	0	0	N/A	N/A
1644	0	0	0	0	0	0	N/A	N/A
1645	0	0	0	0	0	0	N/A	N/A
1646	0	0	0	0	0	0	N/A	N/A
1647	0	0	0	0	0	0	N/A	N/A
1648	0	0	0	0	0	0	N/A	N/A
1649	0	0	0	0	0	0	N/A	N/A
1650	0	0	0	0	0	0	N/A	N/A
1651	0	0	0	0	0	0	N/A	N/A
1652	0	0	0	0	0	0	N/A	N/A
1653	0	0	0	0	0	0	N/A	N/A
1654	0	0	0	0	0	0	N/A	N/A
1655	0	0	0	0	0	0	N/A	N/A
1656	0	0	0	0	0	0	N/A	N/A
1657	0	0	0	0	0	0	N/A	N/A
1658	0	0	0	0	0	0	N/A	N/A
1659	0	0	0	0	0	0	N/A	N/A
1660	0	0	0	0	0	0	N/A	N/A
1661	0	0	0	0	0	0	N/A	N/A
1662	0	0	0	0	0	0	N/A	N/A
1663	0	0	0	0	0	0	N/A	N/A
1664	0	0	0	0	0	0	N/A	N/A
1665	0	0	0	0	0	0	N/A	N/A
1666	0	0	0	0	0	0	N/A	N/A
1667	0	0	0	0	0	0	N/A	N/A
1668	0	0	0	0	0	0	N/A	N/A
1669	0	0	0	0	0	0	N/A	N/A
1670	0	0	0	0	0	0	N/A	N/A
1671	0	0	0	0	0	0	N/A	N/A
1672	0	0	0	0	0	0	N/A	N/A
1673	0	0	0	0	0	0	N/A	N/A
1674	0	0	0	0	0	0	N/A	N/A
1675	0	0	0	0	0	0	N/A	N/A
1676	0	0	0	0	0	0	N/A	N/A
1677	0	0	0	0	0	0	N/A	N/A
1678	0	0	0	0	0	0	N/A	N/A
1679	0	0	0	0	0	0	N/A	N/A
1680	0	0	0	0	0	0	N/A	N/A
1681	0	0	0	0	0	0	N/A	N/A
1682	0	0	0	0	0	0	N/A	N/A
1683	0	0	0	0	0	0	N/A	N/A
1684	0	0	0	0	0	0	N/A	N/A
1685	0	0	0	0	0	0	N/A	N/A
1686	0	0	0	0	0	0	N/A	N/A
1687	0	0	0	0	0	0	N/A	N/A
1688	0	0	0	0	0	0	N/A	N/A
1689	0	0	0	0	0	0	N/A	N/A
1690	0	0	0	0	0	0	N/A	N/A
1691	0	0	0	0	0	0	N/A	N/A
1692	0	0	0	0	0	0	N/A	N/A
1693	0	0	0	0	0	0	N/A	N/A
1694	0	0	0	0	0	0	N/A	N/A
1695	0	0	0	0	0	0	N/A	N/A
1696	0	0	0	0	0	0	N/A	N/A
1697	0	0	0	0	0	0	N/A	N/A
1698	0	0	0	0	0	0	N/A	N/A
1699	0	0	0	0	0	0	N/A	N/A
1700	0	0	0	0	0	0	N/A	N/A
1701	0	0	0	0	0	0	N/A	N/A
1702	0	0	0	0	0	0	N/A	N/A
1703	0	0	0	0	0	0	N/A	N/A
1704	0	0	0	0	0	0	N/A	N/A
1705	0	0	0	0	0	0	N/A	N/A
1706	0	0	0	0	0	0	N/A	N/A
1707	0	0	0	0	0	0	N/A	N/A
1708	0	0	0	0	0	0	N/A	N/A
1709	0	0	0	0	0	0	N/A	N/A
1710	0	0	0	0	0	0	N/A	N/A
